content,rating
"4통째 구매한 인생템이에요!사르륵 녹듯이 촉촉하게 발리고 유수분감이 적당해서 속건조, 겉건조를 다 잘 잡아줘요!가격도 저렴한 편인데 세라마이드, 콜레스테롤이 들어있어서 좋아용",5
"없으면 불안해서 다 쓸 거 같으면 미리 사놓을 정도임 화장도 잘 먹고 이거 하나만 발라도 피부가 촉촉해서 봄, 가을, 겨울 이거 하나로 버팀 화장품 잘 질려서 제품이 좋아도 다른 제품들 한번씩 사용해보는데 에멀젼은 이거 말고 만족스러운게 없어서 꾸준히 쓰는 중임",5
평소 코 옆부분이 자주 뜨는편인데 이거쓰고 많이 나아졌어요 겨울엔 자주쓰긴하는데 나머지 계절엔... 음.... 너무 기름져용,4
저는 지성이라그런가ㅜㅠ??너무 기름기가 많이올라와서 잘 안맞았어요ㅜㅜㅜㅜ,3
처음에 출시되기전에 셈플로 받고 조금 써봤는데 너무너무너무 좋아서 지금은 제 인생템이 되었어요ㅠㅠ 다른 제품들은 발랐을때 속당김도 있고 한데 이건 속부터 쫀쫀하게 꽉차지는 느낌이고 찐득찐득한것도 아니라서 이질감도 없어서 너무좋았어요.. 정말정말 강추합니다..,5
가격도 저렴하고 순한 것 같아요! 우선 빠르게 스며들면 보통 건조한대 이건 보습력도 괜찮아요,5
보습력 짱짱 이지만 가을은 조금 힘들..,5
"저는 와 이거 완전,,, 얼굴이 너무 건조하다 할 때 발라줌면 바로 조롸져요...!! ㅋ ㅋ 이건 또 다시 살 거삼.",4
"크림 만큼은 아니지만 겨울철에 극심한 피부가뭄을 어느정도 버티게해주는 아이입니다! 
뭘 발라도 가을겨울엔 피부가 찢어질거같은데 크림이랑 같이 올려주면 그나마 좀 나아요! 
성분도 괜찮은지 피부에 뭐가 나지도않고 좋습니다 
겨울까지는 이거랑 크림으로 쭉 가려구용",4
무난무난해요!,3
"그저께 로션이 없어서 사러갔다가 홀리카 매장을 감
이걸 보고 글로우픽리뷰를 확인후 사보림 .!.
집에와서 세안후 발라보니까 피부가 로션흡수를 너무너무
잘해서 피부가 쫀득하고 탱탱하고 수분으로 가득채워진 느낌이 들었음
보습력이 너무 죠흠 가볍고 안 찐득거리고 
냄새도 괜찮구 딱 내스타일이라 정말 정말 잘쓰고 있어욤 ",5
"보습효과소문이 자자해서 구매해본제품입니다.
촉촉하고 흡수가잘되서 피부가 쫀쫀해지는 느낌입니다.
건조한편인데 한통다쓸때까지 꿀피부됐음 좋겠어요!",5
적당히 쓰기에 괜찮아요! 무난무난한 느낌,4
"널 사랑해~~~홀리카 굳세라 라인 사랑해~~~~
미스트부터 크림까지 안 써본 게 없는데 전부 아주 찰떡같이 맞는다. 처음엔 무거운듯하지만 부드럽게 흡수되고 속건조 1도 없이 촉촉 완벽한 피부가 됨. 물론 건성 한정일수도! 그리고 홀리카 굳세라라인 자체가 유분끼가 있어서 여름엔 비추! 날씨 선선해질때부터 쓰다가 한겨울에 크림 추가하면 됨
홀리카 제발 망하지 말아주세요..매번 간절히 바라...",5
흡수가 빨리 되서 뭔가 발랐는데 안 바른 느낌..? 그냥 무난하게 쓰기 좋은 듯,3
"속당김이 심해서 이거사봣는데 좋아여!!끈적이지도않고 무거운느낌도아니고 흡수도잘되서 아주 만족스럽습니다
펌핑용기라서 더더욱 좋아요",5
이번 년도 1월에 샀다가 날이 더워져서 못쓰고 이제 점점 건조해지고 그래서 처음 사용했는데 진심 너무 좋아요ㅠㅠㅠㅠ 겨울되면 건성되는데 스킨 외에 다른 거 바르면 얼굴 답답하고 그래서 겨울에도 아이크림빼고 거의 스킨밖에 안바르는데 이거는 진짜 바르면 얼굴이 편안해지는느낌 ㅠㅠ? 개기름광 이딴거 안돌고 진짜 쫀쫀한 수분 꽉 찬 아 뭐라 해야되지 ㅠㅠㅠㅠ 진짜루 너무 좋아요 ㅠㅠ 각질 제거한거처럼 얼굴 완전 부드러워지구 화장도 잘먹고 ㅠㅠㅠㅠ 지금 날씨에 딱 ... ㅠㅠ,5
토너랑 궁합이 아주 잘 맞음 화장 다 하고 파우더 바르고 몇시간 지나면 피부가 너무 건조해서 땡길정도인데 토너랑 에멀젼 바르고 하면 그런거 전혀 없다ㅠㅠㅠ,5
냄새 좋고 그냥 로션의 정석? 미끄덩한 유분감과 적당한 수분감.. 지성이면 이것만 발라도 될거같아요 몸에 바르기도 좋고 무난한 로션..,4
촉촉하고 가벼운 로션 치곤 유분기도 살짝있으나 흡수도 빠른 편이라 데일리템 중 하나임 ,4
속건성 지성인데 정말 여러번 잘 사용하고 있는 제품입니다. 촉촉해서 속건성을 잘 잡아주는 것 같아요. 겨울에는 파데만 바르면 건조해서 이 제품이랑 섞어서 사용했는데 건조할때 생기는 갈라짐이 없어졌었어요!!,5
"흰색 적당한 꾸덕? 묽을 줄 알았더니 크림전 유수분 채우기 딱 좋았어요
여름이여도 좀 건조한편이지만 굳세라라인 다바르다가 유분으로 여드름 날까했는데 며칠꼬박발랐는데도 그런건 없어요
마무리감은 크림보다 더 윤기나더라구요 
에멀전에 크게 기대안하는데
만족만족!",5
중성에 가까운 건성인데 수분감과 유분감이 딱 좋아서 잘 쓰고 있어요. 개인적으로 은은한 향을 좋아하는 편이라 무향인게 아쉽지만 나머지는 다 맘에 드네요. 그리고 이 제품 쓰고 나서 하얀 뾰루지들이 다 들어갔어요. 신기 신기. 여름에도 좋고 어느 계절에도 다 좋은데 건조한 겨울에는 약간 건조하게 느껴질 듯. 하지만 그건 40을 바라보는 내 피부 탓 일수도.... ㅜㅠ 여튼 수분 크림이랑 썼을땐 전혀 문제 없었어요,5
이거 잘 쓰고있어요 ㅎㅎ 매우 건조한 수부지 피부 갖고있는데 이거쓰면 속건조 해결되고 피부가 좋아지는거 같아요 여름이라 단독으로 쓰는데 딱조아욤,4
"여름에 많이 쓰면 조금 무겁지만 봄가을겨울에는 아주 좋습니다
악건성인 나에게 아주 적합한 제품이라 잘 쓰고 있어요",5
"머...그냥...그래요..
여름에 쓰기좋네요...
별로 안 촉촉해요",3
"짱짱 잘 안주는데 얘는 짱임
나같은 수부지타입은 한여름엔 부담스러울 수 있는데 겨울철에는 진짜 잘씀
지성피부도 적당한 유수분 조절이 필요한거 알져
겨울철에 굳세라 스킨로션쓰면 굿뜨",5
"겨울만 되면 굳세라 라인으로 싹 갈아타요
보습도 잘되고 피부도 편안하고 좋아지는 느낌을 받게 해주는 제품이라 너무 좋아요~ 인터넷으로 스킨-에멀전-크림까지 5만원 안으로 샀던 것 같네요..",5
"흡수도 진짜 잘되고 보습력도 좋아요!!
바르고 나서 가볍고 끈적이지 않는 느낌이 제일 좋았어요!
2통째 쓰고 있는데 계속 쓸 겁니다",5
조은데 살짝 유분이 잇서요,4
촉촉해서 좋은데 가끔은 수분이 좀 과한거 같아요,4
"화학 성분이 안들어가서 흡수되는 데 오래걸린대요!
맞아요..바르면 좀 떠있는 느낌이라 계속 촵촵해줘야 해요 근데 그건 다른 순정 라인 애들이 다 그래요ㅋㅋㅋㅋ
순정 라인은 거의 다 써봤는데 순하고 순해서 별 장점이 없는 기분이지만 그게 장점이라는 걸 다른 걸 쓰다보면 깨닫게 돼요...! 이 로션도 그렇게 여러번 재구매를 하게 되었습니다...(노예) 가격에 비했을 때 양이 그렇게 낭낭한 거 같진 않아요..",4
완전 무난템! 수분감있게 발리고 흡수가 좋음!,4
작년에 피부전체가 뒤집어졌을때 이제품만 얇게 여러번 레이어링해서 발라줬더니 많이 가라앉았어요 평소엔 잘 모르겠는데 피부상태안좋을 땐 이제품 만한게 없는듯!,3
"살짝 질리는 감이있긴한데 쓸만해요
근데 지성분들은 살짝 유분기가 있어서 건성분들에게만 추천드려요",4
제가 지성이면서 중성인데 바르고 몇분? 몇시간? 지나면 볼이 붉어지던데 그리고 수분 부족해서 수분충전해야 하는데 처음에 바르면 채워지는 느낌인데 몇분 지나면 공기에 빼기는 기분?,3
최대 장점은 굉장히 순한 편이고 무진장 가볍다는 것 d 수분 보충도 잘 되고 d 하지만 그렇다고 해서 피부가 개선된다거나 하지는 않음,4
"에뛰드 순정수분에멀전이라고 해서 궁금증에 사용해보았는데요~ 
생각보다 나쁘진않았지만 촉촉하고 흡수빠른걸 원하시는 분들께는 비추합니다;;;;;
피부에 발랐을때 발림성이 부드러운편도 아니고 촉촉한거 같진않았구요 흡수도빨리 되지는 않는거같아서 2번사용하고 방치 중이네요..ㅜ
그냥 무난하게 쓰시는분들께는 추천드리지만 촉촉하고 발림성부드러운것을 원하시는 분들께는 비추네요... 
한번 에뛰드에 가셔서 테스트해보시는걸 권장합니당~",3
"적당히 촉촉하고 발림성도 좋아요
다만 사용 후에 기름이 올라오는건 어쩔 수 없네요ㅠ",4
"이 제품은 많이 민감하신 분 아니면 사지 #마요
ㅜㅠㅠ 흡수도 느린 편인데 바를 때 코팅된 것 처럼 미끄덩한데 개인적으로 저는 그 느낌이 많이 별로였어요ㅜㅠ 굳이 이걸 살 만큼 무슨 별다른 효과가 있는 것도 아니었어요ㅠ",3
토너랑 같이 사용했는데 확실히 겨울에 바르기엔 유분감이 부족하긴 해요! 무매력이 매력인 제품인데 그래서 겨울엔 한번 바르고 흡수시킨 다음에 또 발라요ㅋㅋ 순하다는 점에선 정말 좋습니다!,5
이건 매일매일 바르는 제품 ㅠㅠ 바르고 나서 피부도 더 좋아진 거 같고 순합니다 ㅠㅠ 피부가 예민한 편인데도 너무 잘 맞았고 흡수도 잘 돼요 ! 그래서 피부에 떠 도는 느낌도 안 들었어용 !! 짱짱입니당 !!,5
"전체적으로 만족스러운데 한가지 아쉬운 점은
겨울에 사용하기에는 너무 가벼워서 수분이 부족해요 ㅜㅜ
서랍에 쟁여뒀다가 가볍게 바를만한 날씨가 오면 사용해야겠어요~",4
아무나 써도되서 학생한테굿,5
"이제품도 순정라인이다보니 성분이 순해서 자극이 안갑니다! 아무래도 스킨케어 제품은 성분을 따져보는 편인데 이제품도 그부분에서는 합격입니다! 
그리고 적당한 보습감도 있는거같아요! 저는 건성이다보니 화장하기전이나 잠자기전에 이제품을 얇게 두번정도 레이어링하면서 발라요 제가 듣기론 한번에 너무 많이 바르는 것보단 얇게 레이어링 하면서 한층씩 덮어가는게 더좋다고 들었어요!",4
"토너 따라 굉장히 순수한 에멀전이다링
원래 로션바르면 기름기가 좀 올라오는데
얘는 기름기가 약간 올라오다가 증발한줄 ㅎㅎ
건성이 겨울에 쓰기엔 많이 건조할 것 같고
지성도 여름에 쓰기에 제일 좋을 듯",4
진짜  무난무난하고 되게 좋앗어요,4
"샘플써봤는데 좋아서 본품 사려구요! 향도 거의없고 진짜 순해서 여행가서 썼을때도 메이크업 무너짐이나 트는거없이 잘 썼어요~ 로션바꿀 때 됐는데 너무 라이트하지않으면서 그렇다고 무겁지도 않은 딱 지금 쓰기적당한 로션이 뭐가 있을까했는데 이거네요
복합성피부에 가끔 건조하고 컨디션에 따라 민감해지고 트러블나는데 그런거 없어서 맘에 들어요!",4
순정 라인은 믿을만하고 제품들이 하나같이 다 순해서 계속 잘 쓰고 있습니다!!!,4
순정라인 다 써봤는데 진짜 이름처럼 다 순해요. 로션도 순해서 트러블 안나고 수분감도 괜찮아요. 유수분 밸런스도 잘맞는거 같고 무난해요.,5
"항상 앰플, 수분크림만 발랐는데 요샌 더 건조해져서 순한거찾다가 샀어요
보습감 적당하고 순해서 좋아요!!",4
일단 대용량 을 사며는 스킨팩 하기 좋아요,4
요즘같은 쌀쌀한 날씨에 지성이 바르기 좋은 로션. 딱 이렇게 표현하는게 맞는 거 같음~ 가격대비 좋아요 이맛에 로드샵쓰지,4
"낮음 위험도라서 구매해봤어요.
솔직히 기초캐어는거의 순한걸 추구하는편인데
이거는  로션바르기전에 손등에 한번 태스트해봤어요.
근데 손에 바르자마자 되게 순한걸 느꼈어요.  
일단, 미끌거리거나... 얼굴에 발랐을때, 얹이는느낌의로션이 아니였어요.
되게 촉촉 하고 얼굴에 바르면괞찮겠다 하고 발랐어요.
처음에 바를 때는 손등에 한번 발라볼때,(태스트) 했을때 느낌이랑 비슷했어요. 
그뒤에 시간지나서 보니깐 촉촉하진 않지만,
살짝의 촉촉 함이 있었고,
시간지나도, 번들거림이 거의 생기지 않는 로션이였어요.
이거 발라도 트러블생기는것도 없었구요, 
건성이신분들 이나 민감성이긴분들 한번쯤 사용 해보셔도 좋을 것 같은제품이예요.
로션은 재구매예정이예요. ",4
"수부지 여드름성피부에 좋다고해서 구매후 지금까지 삼분의 일정도 사용했다. 로션이 유분보다는 수분의 비율이 높은지 바르고 나면 마무리가 답답하지않고 깔끔하다. 근데 깔끔한만큼 피부에 유분이 많이 안 남는지 여름인데도 살짝 건조한느낌이 들었고, 가을로 들어가면서부터는 토너 후 순정로션만 바르면 피부가 너무 거칠어져서 크림도 따로 챙겨발라야하더라. 제품자체가 수분에 촛점이 맞춰진것같아서 유분이 적당히 있는 것을 원한다면 비추이다. 라이트하게 저자극있는 로션을 찾는다면 추천이다.",3
자극없고 펌프형이라 좋다 다만 흡수가 느리다,4
"여름에는 못 느꼈는데 좀 쌀쌀해지니 약간 건조하네요
성분좋고 무향이라 마음에 듭니다",4
"순하고 좋아요. 건조 하지도 않고 근데 스킨대비 좀 적은 양을 쓰게 되는 것 같아서 스킨이 양이 더 많던지 했으면 좋겠다는 느낌,,,,",4
스킨과의 궁합이 굉장히 굳뜨 속부터 수분을 품은듯 한 촉촉함 트러블진정에도 좋은 순한 로션,5
"전 피부가 심각한 상태가 아녀서 이걸쓰고 드라마틱한 효과를 느꼈다라고는 말못하겠네요
하지만 지금 환절기고 건조해지기 시작할때 이걸 쓰고있는데
촉촉함이 꽤 오래가는거 같고 트러블나는것도 많이 줄어들었어요
겨울에 좀더 춥고 건조해지면 순정라인인 시카밤을 사볼려구요!
에멀전은 환절기때쓰면 좋을것같네요",4
민감성이라면필수 이거사용한후로 여드름이줄어들었어요,5
이건 토너랑 같이쓰면 두배로 좋은제품 이게 펌프? 짜서쓰는 제품? 그렇게 되어있는데 어떤제품은 그게 한번 펌핑을하면 쭈우욱 나오는데 이건 그런게아니라 딱 적당히 한두번 해주면 되는제품 양조절 쉽고 말그대로 순해요 .굿굿.,5
순한제품이다..제형도 나쁘지 않다...피부에 속까지 채우는 느낌..?.,3
"저는 수부지타입이에요.
조금만 기름진 제품이면 바로 여드름나고
너무 워터리하면 볼부분이 너무 건조해요.
하지만 이 제품은 수분감 있게 보습이 된다는 느낌을 주고 성분도 자극적이지 않고 순해서 여름동안 잘 썼어요!
가을 겨울에는 크림 하나 더 발라야하겠지만
화장품 하나 꾸준히 못쓰는데 이건 인생템입니다!",5
"화장품 잘못쓰면 얼굴에 바로 뭐가 돋는 편인데
(스킨, 로션도 포함요)이건 순해서 트러블도 없고 이거 바르고 씽크네이처 모이스춰 바디로션 바르고 자면 다음날 촉촉한 피부가 되어 있더라구요!!
세상 행복했습니다",5
찐득거리지도 않고 건조한곳에 바르면 피부가 좋아지더라구요 이거 쓰고 확실히 좋아진거 같아요!,4
그냥 무난템이에요~ 순한 제품이고 저는 이거바르고도 건조하다고 느끼는 편이라 손이 잘 안 가네여 ㅠㅠ 반도 안 쓰규 화장대 위에 그대로...,3
수부지한테 좋을제품!!겨울에 이것만쓰기 너무 가볍다면 여기에 수분크림이나 에센스같은거 추가로 바르면 진짜 좋을듯...저 이거로 스킨로션바꾸고 피부가 매끈해졋어요,5
무난 무난해요. 진짜 무난 무난,3
민감성 복합성 피부라 다른건 다 별론데 이건 피부가 오히려 좋아져요,4
유분도 있지만 수분감이 더 많이 느껴짐 토너바르고 에멀전 샤악 발라주면 기초끝!! 더 건성이면 크림이나 시카밤 추가하면 될 듯,5
순하고 촉촉해서 여름내내 이거 2통 사용했고 지금은 크림쓰고있는데 너무좋아요!!,5
"무난~해요
트러블도 안났고 스며들면서 촉촉하게 채워지는 기분이에요
가볍고 성분도 괜찮아요!
추천해요",4
순하고 안찐득 거리고 부담없는 로션제형 향도 무향임!!,5
무난템이예요~~ 저는 악건성이라 수분감이 부족하다고 느끼긴했지만요 ㅠㅠ,3
"생각보다 기름지고 겉도는 느낌이 들어요
순하긴한데..특별한 기능없는 로션 같아요!",3
"순정라인은 사실 디파님 블로그랑 유툽보고 
가격도 저렴하고, 피부에 자극없이 성분도 좋다고해서 샀는데 
정말정말 가격만큼? 한다해야하나 
정~~~말 무난한 제품이라 쓰는동안 
이게 진짜 좋은건가.. 싶기도했어요 ㅋㅋㅋ 
그래도 토너랑 같이 한통 다 비우는동안 
트러블 없었던 제품이라 
요것도 같이 미니사이즈 재구매했슴다 #무난템",4
"적어도 저는 순정 라인 전체로 데일리 화장품을 갈아치운 후로 여드름이 싹 들어가고 피부도 훨씬 강해졌(?)어요. 예전처럼 쉽게 트러블이 나지 않게 됐어요. 나이가 들면서 바뀐 것도 있겠지만 진정 효과나 사용감도 괜찮고 부담없고 성분도 좋은 편이라서, 인생템 삼아 쓰고 있습니다.
개인적으로 저한테는 트러블때문에 미친듯이 좋은 기초템을 찾기 위해 방랑하던 걸 멈추게 해준 고마운 라인이네요. 완전 무향이라 심심하다 싶은 느낌은 있지만요...(?)",4
피부가 예민한데 괜찮아요 ㅎㅎㅎㅎㅎ,5
여름에 촉촉하면서 가벼운 로션을 찾고 있었는데 이 제품이 성분도 착하고 피부 장벽을 개선해주는 성분과 촉촉한 제형이래서 사용하게 되었어요! 이걸 사용하면서 건조함이 줄어들었고 예민했던 피부가 개선되는 걸 느끼게 되었어요!,5
"순정 스킨이랑 같이 샀는데 같이 바르면 촉촉하당
복합성 피부라서 아직은 약간 유분이 좀 느껴짐..
겨울에 보습용으로 써도 좋을거 같은 로션이당",3
"피부에 요즘 뭐가 많이 생겼는데 이 제품이 순하다는 말을 듣고 샀어요. 근데 딱히 좋은지 모르겠어요. 오히려 피지분비가 더 되는 것 같고, 장점이라고 해야할지 모르겠지만 밤에 샤워 후 소량 발랐는데도 아침에 기름기가 장난 아니네요. 아침에 클렌징 안 하는 편인데 이거 쓴 뒤로는 클렌징이 필요한 것 같아요.",3
"무거운 느낌없이 가볍게 바를수 있는 로션.
순정이란 이름답게 순한 제품입니다
펌프인게 편해서 가장 마음에 들었어요 (간혹 로션을 흔들다가 양조절 실패한적이 많아서..ㅋㅋㅋ)
향도 진하지 않고 무난무난해요ㅎㅎ 그래서 더 좋았던것 같네요",4
"무매력이 매력인 친구예요

이런 제품 찾기 힘들었는데 접근성 좋은 에뛰드에서 합리적인 가격으로 나와서 너무 좋습니다ㅎㅎ

얼굴이 너무 따갑고 간지러워서 평소에 무난하게 잘 사용하던 모든 기초가 안 맞을 때 사용하면 좋아요.

타겟팅이 확실한 친구라 만족하면서 사용하고 있습니당ㅎㅎ",5
아주 만족스럽게 잘 쓴 제품 단점 없고 장점은 자극적이지않다 ? 가격대비 굳,4
엇 저는 이거 생각보다 유분감이 좀 있다고 느껴졌어요. 아침에 얼굴이 원래 좀 산뜻했다면 이거 쓰고 조금 무겁?다고 느껴져요! 그래서 겨울에 써도 좋을 것 같고.. 스킨이랑 로션 순정 라인으로 바꾸고 나서 확실히 피부결이 개선이 되어서 안색이 더 좋아보여요. 그냥 딱 순하게 약산성으로 관리(?)하니까 피부도 편하고 트러블도 들어가고ㅠㅠㅠㅠㅠ 저는 너무 좋아요....,5
"이 친구도 정말 산뜻해요 ㅎㅎ 안좋게 말하면 에멀전치고 많이 건조한 거 같아요 ㅠㅜ 딱 속건조만 잡아준 느낌 ? 촉촉한 느낌은 아니에요 ,, ;ㅁ;  그나마 촉촉함 느끼려면 네 번 ? 화장 전에 바르려면 더 많이 해줘야 그나마 잘먹을 듯한 느낌 ㅜㅜ 그래도 순하니까 잘 쓰고 있습니다 ! 아 무향이라 좋았어요 ",4
단점도 없고 장점도 없는 그냥 무난무난한 제품 이에요 향도 없어서 향 예민하신분들은 좋아하실것같아요 그리고 묽어서 건조할까봐 걱정했는데 생각보다 촉촉해서 좋았어요,5
원래 강철피부여서 순한지는  모르겠지만 적당히 가볍고 너무 무겁지않은 발랐을때 편안한 에멀전을 찻는다면 이거추천함,4
"저는 이거 정말 잘쓰고있어요!!
알러지 때문에 피부가 자주 난리나는데
이거는 진짜 피부 안가리고
피부 수분관리 잘되게 해줌
정말 무난한게 장점인 제품!!",4
밤에 바르고 자면 아침에 촉촉하게 흡수 되있어서 지금도 무난하게 잘쓰고 있습니당 !,4
"순정 제품을 대체로 정말 좋아하는데...
이 친구는 참 매력이 없네요

1. 흡수력이 너무떨어져요 
2. 무향이 좋다는건 알지만..전 향이 좀 있는 로션 취향인듯싶네요..
3. 바르고나면 약간 끈적이는 느낌에 건성인 저도 헤비해요 요즘같은 여름엔 바르고나면 답답~해요..

그래서 사놓은 로션을 버리긴 아까워서..
라벤더오일이나 티트리오일을 한방울 떨어뜨려서 로션마사지용으로 사용하거나 
페이셜오일과 1:1로 섞어서 라파마사지기를 이용해 마사지오일처럼 사용하는데..
그렇게 사용하기엔 또 묽은편이라서 안성맞춤인 제형이예요

혹시 안쓰시고 계시다면 저처럼 활용해보세요~",3
"이제품은 다른것은다빼고 수분만있다는 것이장점이지만 몇번을발라도 건성에게는 건조하기때문에 민감하지않다면 다른제품을 찾는것도 좋은방법이다.
 그냥그냥 무난한제품이다",4
그냥 순한 로션 정도 그런데 흡수도 너무 안되고 수분이 아니라 유분기가 돌아서 난 별로였다,2
"에뛰드 순정 라인은 다 좋은 것 같다 !
재구매 의사 있음 !!",5
"같은 라인의 토너에도 동일한 리뷰를 남겼는데 '순한 것'을 위해서는 유효성분을 줄여야하고, 유효성분을 줄이다보니 당연히 큰 기능이 없는 제품이 만들어진 것이라고 생각합니다. 피부 뒤집어지신 분, 민감성 피부이신 분들께서 편안하게 쓰실 수 있는 제품일 것 같습니다. 하지만 저는 민감성도 아니고, 뭔가 유효성분이 있었으면 하는 마음에 다른 제품으로 갈아타도록 하겠습니다...
생각보다 유분기가 있어서 건성분들께 추천드립니다!!!",4
"제가 딴 제품의 로션을 쓰다가 피부가 급속도로 안좋아져서 안쓰다가 이걸 써봤는데 괜찮고 좋았어요
무난무난하게 쓰기 괜찮아요",3
"그냥 일반 로션인거 같아요 평타인듯
용기도 누르면 적당히 나와서 좋아요.",3
다른 순정라인과 같게 순하고 무향이에요. 가볍게 바를 수 있고 흡수도 잘돼요. 재구매 의사 있습니다.,4
토너와 같이 무난하고 순한 제품. 가벼워서 바르기 좋다,3
"1. 토너랑 같이 사용중인데 나름 대로 무난

2. 지복합성인 나에게 조금 유분기가 있었음

3. 이것도 무취

4. 재구매 의사 있음",3
유분감이 너무 많고 흡수도 잘 안되는 것 같음ㅠㅠ..그렇게 싼 편도 아닌데 재구매 안해애애애애애애,2
"아주베스트로 좋진 않았지만
가볍게 바르기 좋고 촉촉해서 좋았어요.
미니사이즈도 있어서 샀는데 마음에 드네요.

대신 엄청나게 피부가 개선된다~는 느낌은 없으니깐
참고..
------------------------
양은 적게 쓰고 다른거 겹쳐서 바르세요.
잘 흡수 안됩니다..",4
"콜라겐 사러갔다가 여행용으로 딱알맞은 사이즈로 나와있는게 이거 밖에 없길래
 테스터 바르고 사서 나왓는데 집에와보니 
바른 부분에만 두드러기가 나있네여
살아생전 막바르고 막먹어도 두드러기 나본적없는데 
진짜 바른부분만 빨갛게 올라와있어서 조금 난감했습니다...
나름 순하다고 나왔는거같은데 저랑은 안맞았어요...",1
지성이라 기름기 잇는 유분감이 느껴져서 별로 였어요ㅠㅠ순정은 다 좋은 데 모공막는 성분이 들어가서 사용하다 말았어요 트러블이 나진 않았어요,3
"저는 여드름+지성+민감성 피부입니당.
토너와 함께 무난하게 사용했습니당.
지성이신 분들이 사용하기에는 살짝 유분감이 느껴질 수도 있어요.
저는 살짝 리치하다고 느꼈거든요.
잘 흡수시키면 괜찮은 것 같아요,
딱히 피부가 좋아지거나 안좋아지는 것 없이 무난하게 사용가능할 것 같네욤.",3
"유투브 보고 추천받아서 사서 사용하고 있습니다
수분크림대신 사용중이고 여름엔 따로 수분크림없이 이것만 발라도된다고 하더라구요 약간 유분감이있는거같고 그냥 무난한 로션인거같아요",3
수분감보다는 유분감..? 이 느껴지는 제품인것같애용ㅠ 그래도 무난하게 사용하기 좋습니당~,4
샘플로 토너 로션 크림 썼을 때 갑자기 막 피부가 정말정말 좋아졌어서 샀었습니다. 하지만 이번에 토너 로션만 사서 그런진 잘 모르겠는데 피부가....안좋아지는 상태로 복구가 되지 않았습니다. 이 에멀전이 문젠지 뭔지는 잘 더 파악해야겠지만 샘플 쓴 것 만큼 막 좋지는 않았습니다..,3
순한 로션~  보습력이 그렇게 강하지는 않아서 여름에 쓰기 좋은 제품,3
순한 제품인데 토너에 비해 무겁다는 느낌이 강했어요 토너랑 같이쓰면 괜춘해요,3
진짜 완전 딱 기본 이름처럼 되게 순한 느낌이였어요 쓰면서 트러블 올라온적도 없네요!,4
"스킨이랑 같이 구입해서 썼었는데 이상하게 손이 잘 안가는 제품  
건성이긴하지만 바르고나면 겉돌고 살짝 무거운 느낌이들어서 저는 그냥저냥~
스킨은 다 썼지만 요아이는 아직 남았네요",3
너무 되직하지도 묽지도 않은. 트러블이 들어간다거나 올라온다거나 등의 변화도 없었고 전체적으로 쏘쏘해요,3
"가벼운 수분크림,로션 느낌이에요
성분도 순하고 수분감을 채워줘서 만족스럽게
잘 사용하고 있어요
앞으로 꾸준히 쓸 것 같아요",4
"대용량 샘플 2개 받아서~
1주일 조금 넘게 썼는데요.
지성 & 복합성 기준으로 겨울에 딱 좋았어요.
순하디 순하고 딱 적당한 유분 농도라~
2겹정도 톡톡 두들겨주면 크림 안바르더라도 괜찮았어요.

 다만 이런 로션은 무매력이 매력이라
재구매는 겨울에 건조하면 생각나면 구매할 것 같아요.",4
진짜 쏘쏘한 에멀젼... 좋지도 나쁘지도 않아서 추천해요,3
"토너는 5.5라고 적혔는데 이건 약산성이 좀 약한가 봄

심플한 성분과 단순히 약산성이라서 삼",3
빨리 날아가지 않아서 좋아요,4
순하긴 하지만 그게 다인 에멀전... 수분을 채워주는 느낌이라기 보단 기름진 느낌이 더 강한 것 같아서 다른 로션이나 에멀젼을 찾게 된다ㅜㅠ 하지만 순하다는 건 정말 장점이긴 함.,3
"정말 잘쓰고 있는 제품이다!
순하디순한 느낌이고 전혀 끈적이지 않는다.",5
순해서 좋아요,4
순하고 촉촉해서 좋고 흡수도 잘되는 제품...! 벌써 3통째...,5
"순한 느낌이긴 한데 난 지성이라 그런지 별로 바르고 싶진 않았음
토너만 발라도 좀 기름진 느낌이 들기도 하고 로션까지 바르기는 끈적이고 귀찬..
로션은 딱히 좋은지 모르겠고 또 쓴다면 토너쪽이 나음
근데 여행용처럼 조그만 용량을 팔아서 잠깐 필요할때 사기는 좋앗음",3
"이거 사은품으로 받아서 쓰고 있는데 좋은거 같아요 
지금 쓰고 있는것도 괜찮은데 이게 더순한거 같아서 다음에는 이거 써보고 싶어요 추천합니다",4
토너랑 같이 사용중인데 ㅠㅠ 너무 좋아요.. 원래 로션은 건너뛰고 바로 크림 발랐는데 토너사용하고 바로 사용하는데 넘나링 좋은것... 순해서 더 좋아여,5
보통 성분이 순하면 사용감은 슈렉인 제품들이 많은데 이 에멀젼은 성분도 좋으면서 사용감도 나쁘지 않아서 괜찮았음. 단점이 부각되지 않을 정도의 제품성. 유분기가 있어서 지성에겐 비추천.,4
순정 셋트로 다 구매했었는데 순하긴해여 하디만 촉촉한지는 모르겠어요!,3
"적당히 촉촉하고 저는 잘 쓰고 있어요
무매력이 매력!이라는 느낌입니다",4
저한테는 트러블이 더 나게 된 최악템이었어요. 제가 지성이라 유분기가 너무 올라오더라구요. 같은 지성인데 잘 맞는다는 분들 보면 신기할 지경이에요,2
